aeroporto_partenza,compagnia,numero_voli,ritardo_medio_partenza,ritardo_medio_arrivo,tasso_cancellazione,differenza,classifica
ORD,NK,8075,22.98,16.08,1.9,7.28,10
ORD,OO,52773,17.41,13.38,1.8,1.71,8
ORD,UA,87050,14.12,8.54,1.4,-1.58,5
ORD,WN,6523,10.91,4.59,1.7,-4.79,2
ORD,YX,16571,4.95,-0.65,1.0,-10.75,1
ORF,9E,2152,12.61,7.43,2.8,-0.13,6
ORF,AA,2788,19.52,14.21,2.1,6.78,8
ORF,DL,2409,13.42,6.96,1.0,0.68,7
ORF,F9,248,31.43,33.47,4.8,18.69,12
ORF,G4,222,25.53,24.92,3.6,12.79,11
ORF,MQ,407,9.33,5.59,0.7,-3.41,3
ORF,NK,911,23.98,16.1,3.2,11.24,9
ORF,OH,2997,10.39,7.7,1.1,-2.35,4
ORF,OO,346,24.94,21.15,0.6,12.2,10
ORF,UA,2282,8.8,4.05,2.1,-3.94,2
ORF,WN,3149,11.08,4.32,0.3,-1.66,5
ORF,YX,2698,5.59,3.13,2.5,-7.15,1
ORH,9E,274,18.5,14.49,5.5,-1.17,2
ORH,B6,638,29.92,22.99,2.2,10.25,3
ORH,YX,334,0.37,-4.03,5.4,-19.3,1
OTH,OO,342,35.74,30.37,1.2,0.0,1
OTZ,AS,364,-2.15,-1.05,6.0,0.0,1
PAE,AS,1023,2.87,0.45,3.1,0.0,1
PBG,G4,429,35.69,32.87,4.7,0.0,1
PBI,AA,5970,22.06,19.48,1.8,4.56,8
PBI,B6,8227,17.69,12.98,1.6,0.19,6
PBI,DL,6952,14.49,9.07,1.4,-3.01,4
PBI,F9,820,29.13,25.11,3.3,11.63,9
PBI,G4,364,17.22,16.02,1.6,-0.28,5
PBI,NK,453,7.99,2.13,1.8,-9.51,2
PBI,UA,3291,19.2,13.7,3.5,1.7,7
PBI,WN,2566,10.62,5.61,0.8,-6.88,3
PBI,YX,16,-4.81,-6.88,0.0,-22.31,1
PDX,AA,3668,17.57,11.12,1.5,9.36,11
PDX,AS,16762,5.05,4.15,2.1,-3.16,2
PDX,B6,205,47.03,42.41,1.0,38.82,12
PDX,DL,6942,6.42,-1.45,0.9,-1.79,4
PDX,F9,1748,17.5,17.08,2.3,9.29,10
PDX,G4,307,9.37,5.54,0.0,1.16,6
PDX,HA,706,13.85,11.19,0.7,5.64,8
PDX,MQ,46,-4.26,-10.26,0.0,-12.47,1
PDX,NK,1684,14.9,8.69,2.1,6.69,9
PDX,OO,10595,5.15,4.0,0.6,-3.06,3
PDX,UA,6393,10.59,4.69,1.5,2.38,7
PDX,WN,9553,9.18,2.97,0.5,0.97,5
PGD,G4,6100,12.67,10.03,1.9,0.0,1
PHL,9E,142,7.34,-0.52,0.0,-8.72,3
PHL,AA,43433,18.99,13.53,1.8,2.93,10
PHL,AS,584,12.1,12.58,1.5,-3.96,5
PHL,B6,1030,6.98,2.13,1.7,-9.08,2
PHL,DL,5648,12.24,3.79,1.0,-3.82,6
PHL,F9,11134,22.47,18.97,2.9,6.41,11
PHL,NK,4524,17.16,9.18,2.1,1.1,9
PHL,OH,11932,13.48,10.01,1.5,-2.58,7
PHL,OO,193,24.69,16.57,1.0,8.63,12
PHL,UA,3691,9.3,3.99,1.3,-6.76,4
PHL,WN,4888,14.42,6.86,0.7,-1.64,8
PHL,YX,8450,3.54,-0.48,1.9,-12.52,1
PHX,AA,53910,14.09,9.4,0.6,2.93,9
PHX,AS,4951,4.96,4.39,2.0,-6.2,2
PHX,B6,884,35.02,29.55,1.2,23.86,12
PHX,DL,10120,9.28,2.04,0.7,-1.88,6
PHX,F9,9389,13.33,10.59,1.2,2.17,8
PHX,G4,409,17.2,14.84,1.0,6.04,10
PHX,HA,355,8.51,6.97,0.3,-2.65,4
PHX,MQ,8263,4.87,0.5,0.3,-6.29,1
PHX,NK,1122,19.12,16.43,2.1,7.96,11
PHX,OO,25256,5.09,2.08,0.2,-6.07,3
PHX,UA,9945,9.24,2.92,1.7,-1.92,5
PHX,WN,66144,12.14,5.31,0.5,0.98,7
PIA,G4,981,10.82,8.46,2.0,-4.84,1
PIA,MQ,572,20.32,15.17,1.4,4.66,4
PIA,OH,911,14.23,13.48,1.5,-1.43,2
PIA,OO,1075,18.79,14.59,2.0,3.13,3
PIB,OO,593,14.66,11.08,3.0,0.0,1
PIE,G4,8042,10.81,8.58,2.7,0.0,1
PIH,OO,685,-2.85,-8.6,0.0,0.0,1
PIT,9E,1689,15.71,10.18,2.9,6.2,12
PIT,AA,6154,15.13,12.89,1.3,5.62,11
PIT,AS,411,5.71,1.69,2.9,-3.8,2
PIT,B6,1152,9.17,7.1,1.8,-0.34,6
PIT,DL,3309,6.0,-1.03,0.9,-3.51,3
PIT,F9,532,17.67,23.5,4.1,8.16,13
PIT,G4,1350,11.24,8.76,2.2,1.73,9
PIT,MQ,664,8.75,4.98,1.2,-0.76,5
PIT,NK,3342,20.67,14.09,3.0,11.16,14
PIT,OH,661,13.82,9.83,2.9,4.31,10
PIT,OO,873,7.09,1.49,0.3,-2.42,4
PIT,UA,2900,10.5,6.36,1.0,0.99,8
PIT,WN,10052,10.12,4.23,1.0,0.61,7
PIT,YX,9277,0.47,-4.37,1.3,-9.04,1
PLN,OO,771,15.53,10.26,2.1,0.0,1
PNS,9E,255,24.08,19.0,1.2,9.96,8
PNS,AA,1784,33.59,32.8,2.5,19.47,11
PNS,DL,2522,2.89,-2.52,0.8,-11.23,1
PNS,F9,393,17.06,14.76,2.3,2.94,6
PNS,MQ,1518,9.19,6.78,1.4,-4.93,4
PNS,NK,928,16.36,8.28,2.7,2.24,5
PNS,OH,2596,19.06,17.22,1.0,4.94,7
PNS,OO,174,29.71,27.4,0.0,15.59,10
PNS,UA,667,6.91,1.23,1.6,-7.21,2
PNS,WN,2246,7.08,0.68,0.4,-7.04,3
PNS,YX,84,25.65,22.52,2.4,11.53,9
PPG,HA,125,19.99,15.55,0.0,0.0,1
PQI,B6,111,7.45,3.66,0.9,0.0,1
PRC,OO,710,24.6,22.2,0.6,0.0,1
PSC,AS,371,7.6,9.82,2.2,0.99,2
PSC,DL,392,13.48,4.6,0.5,6.87,4
PSC,G4,304,7.74,4.68,0.7,1.13,3
PSC,OO,4039,5.77,1.06,0.3,-0.84,1
PSE,B6,575,10.29,5.51,2.6,-0.32,1
PSE,F9,290,11.23,8.98,2.1,0.62,2
PSG,AS,714,-0.17,-1.69,1.5,0.0,1
PSM,G4,303,24.53,21.06,2.6,0.0,1
PSP,AA,1765,14.89,11.2,1.2,5.8,9
PSP,AS,1464,3.95,2.34,3.8,-5.14,1
PSP,B6,65,38.64,32.92,1.5,29.55,10
PSP,DL,617,8.03,0.24,0.3,-1.06,5
PSP,F9,20,8.0,10.75,0.0,-1.09,4
PSP,G4,101,10.01,6.33,0.0,0.92,7
PSP,MQ,118,7.34,4.08,2.5,-1.75,2
PSP,OO,5347,8.41,7.53,0.8,-0.68,6
PSP,UA,1418,11.13,5.48,0.5,2.04,8
PSP,WN,2598,7.82,1.98,0.3,-1.27,3
PVD,9E,709,13.22,6.02,2.4,0.86,7
PVD,AA,2177,17.19,12.48,0.9,4.83,10
PVD,B6,1412,12.56,8.45,1.0,0.2,6
PVD,DL,1295,14.99,6.39,1.1,2.63,9
PVD,G4,197,28.42,22.09,0.5,16.06,11
PVD,MQ,438,10.84,12.96,0.5,-1.52,4
PVD,OH,1605,13.58,11.41,2.2,1.22,8
PVD,OO,551,11.81,9.96,0.5,-0.55,5
PVD,UA,130,9.56,8.17,1.5,-2.8,2
PVD,WN,4803,10.29,1.99,1.2,-2.07,3
PVD,YX,938,3.05,-2.18,0.9,-9.31,1
PVU,G4,1781,12.09,9.44,0.5,-1.7,1
PVU,OO,302,23.86,22.53,1.3,10.07,2
PWM,9E,846,22.24,16.84,4.5,9.13,11
PWM,AA,1716,19.0,14.89,2.2,5.89,9
PWM,B6,350,18.02,13.81,4.9,4.91,7
PWM,DL,717,12.68,5.79,1.3,-0.43,4
PWM,F9,341,19.8,15.6,6.7,6.69,10
PWM,MQ,295,6.56,5.47,0.7,-6.55,1
PWM,OH,706,18.59,15.01,1.7,5.48,8
PWM,OO,418,17.8,11.03,0.7,4.69,6
PWM,UA,808,7.32,4.86,2.0,-5.79,3
PWM,WN,1519,14.0,6.89,0.9,0.89,5
PWM,YX,3374,6.62,0.89,2.4,-6.49,2
RAP,9E,192,16.66,11.64,0.0,4.32,6
RAP,AA,129,35.38,38.05,1.6,23.04,7
RAP,DL,95,13.7,14.2,3.2,1.36,4
RAP,G4,403,12.82,10.5,1.2,0.48,3
RAP,MQ,1153,10.14,6.73,0.8,-2.2,2
RAP,OO,2035,14.43,8.11,1.2,2.09,5
RAP,UA,1003,6.51,3.58,1.8,-5.83,1
RDD,OO,1455,9.18,5.4,0.5,0.0,1
RDM,AA,131,91.64,88.36,1.5,76.2,5
RDM,AS,462,5.01,9.37,2.6,-10.43,1
RDM,MQ,390,10.4,2.6,0.5,-5.04,2
RDM,OO,3780,11.89,10.72,2.1,-3.55,3
RDM,UA,1074,24.87,18.72,1.6,9.43,4
RDU,9E,6287,13.77,9.13,3.0,0.38,6
RDU,AA,11119,19.01,14.85,1.7,5.62,12
RDU,AS,490,15.56,12.43,1.2,2.17,8
RDU,B6,3115,17.53,13.0,1.6,4.14,10
RDU,DL,10867,11.53,3.86,0.9,-1.86,5
RDU,F9,4530,18.29,16.76,3.2,4.9,11
RDU,MQ,1217,7.33,3.97,1.1,-6.06,2
RDU,NK,423,25.18,18.01,1.4,11.79,13
RDU,OH,845,16.1,13.48,1.4,2.71,9
RDU,OO,1002,15.44,15.46,0.3,2.05,7
RDU,UA,5338,11.24,6.23,1.4,-2.15,4
RDU,WN,8943,10.51,3.61,0.6,-2.88,3
RDU,YX,5547,5.28,3.53,1.5,-8.11,1
RFD,G4,755,24.69,20.47,1.9,0.0,1
RHI,OO,630,14.45,8.61,1.1,0.0,1
RIC,9E,1962,12.92,8.68,3.3,-0.17,7
RIC,AA,3622,20.69,16.0,1.6,7.6,10
RIC,B6,1659,15.72,8.55,1.3,2.63,8
RIC,DL,2637,8.19,1.67,0.6,-4.9,4
RIC,G4,287,32.62,25.16,1.7,19.53,12
RIC,MQ,212,7.49,3.11,0.5,-5.6,3
RIC,NK,1082,21.43,13.42,1.8,8.34,11
RIC,OH,470,9.01,6.2,1.3,-4.08,5
RIC,OO,680,17.34,11.44,0.0,4.25,9
RIC,UA,873,2.42,-1.01,1.1,-10.67,1
RIC,WN,1942,10.16,3.34,0.1,-2.93,6
RIC,YX,2343,5.49,4.15,1.9,-7.6,2
RIW,OO,616,12.55,9.16,1.8,0.0,1
RKS,OO,586,18.55,13.83,1.2,0.0,1
RNO,AA,2318,18.97,14.34,1.3,8.55,8
RNO,AS,599,4.51,5.44,1.0,-5.91,1
RNO,B6,242,25.78,23.91,2.5,15.36,9
RNO,DL,989,11.95,4.25,1.0,1.53,5
RNO,G4,3,67.33,73.0,0.0,56.91,10
RNO,MQ,278,13.21,10.78,0.4,2.79,7
RNO,NK,1139,8.99,5.57,1.8,-1.43,4
RNO,OO,4233,8.52,6.95,0.7,-1.9,2
RNO,UA,2163,12.18,7.72,1.2,1.76,6
RNO,WN,8648,8.53,2.98,0.5,-1.89,3
ROA,9E,926,12.35,4.99,1.9,-3.71,2
ROA,DL,421,11.56,2.48,1.0,-4.5,1
ROA,G4,236,24.55,21.8,3.8,8.49,6
ROA,OH,249,15.12,17.02,1.2,-0.94,3
ROA,OO,743,19.12,17.79,2.2,3.06,4
ROA,YX,310,20.58,20.55,5.5,4.52,5
ROC,9E,2582,10.66,2.9,3.5,-1.63,5
ROC,AA,864,21.47,18.61,1.6,9.18,11
ROC,B6,746,20.04,15.87,3.1,7.75,10
ROC,DL,1014,15.9,5.65,1.0,3.61,9
ROC,G4,66,43.57,34.65,1.5,31.28,12
ROC,MQ,807,6.02,2.47,0.7,-6.27,2
ROC,NK,473,15.14,5.88,1.7,2.85,8
ROC,OH,712,11.72,9.96,1.3,-0.57,6
ROC,OO,509,8.83,3.56,0.4,-3.46,3
ROC,UA,974,9.93,6.64,1.4,-2.36,4
ROC,WN,1883,13.3,6.64,0.5,1.01,7
ROC,YX,957,2.91,-2.44,2.0,-9.38,1
ROW,MQ,163,13.94,7.32,0.6,-9.02,1
ROW,OO,794,24.87,22.0,3.1,1.91,2
RST,9E,236,13.8,10.28,2.1,1.58,3
RST,MQ,327,8.09,5.23,0.0,-4.13,2
RST,OO,791,13.82,8.43,1.0,1.6,4
RST,YX,14,-6.86,-7.36,0.0,-19.08,1
RSW,9E,19,7.58,5.32,0.0,-6.31,1
RSW,AA,5370,17.96,15.09,2.3,4.07,8
RSW,AS,159,8.45,6.35,4.4,-5.44,3
RSW,B6,3703,21.61,18.46,2.7,7.72,10
RSW,DL,7021,11.27,7.37,1.6,-2.62,4
RSW,F9,2339,20.07,16.04,3.5,6.18,9
RSW,MQ,84,21.87,25.59,1.2,7.98,11
RSW,NK,2354,13.58,10.66,2.4,-0.31,6
RSW,OH,31,23.0,19.21,6.5,9.11,12
RSW,UA,5331,8.29,3.86,3.3,-5.6,2
RSW,WN,7390,11.72,7.76,1.9,-2.17,5
RSW,YX,90,16.47,12.19,0.0,2.58,7
SAF,MQ,102,23.13,21.83,2.0,8.83,2
SAF,OO,2672,13.97,10.09,1.6,-0.33,1
SAN,AA,8805,18.42,14.19,1.2,5.4,9
SAN,AS,9939,8.93,9.1,2.8,-4.09,1
SAN,B6,1639,21.13,18.13,0.3,8.11,10
SAN,DL,9096,11.22,6.11,0.7,-1.8,4
SAN,F9,3320,22.15,23.58,2.2,9.13,11
SAN,G4,174,17.66,20.35,1.1,4.64,8
SAN,HA,701,16.36,16.45,0.7,3.34,7
SAN,NK,2865,12.91,9.91,2.0,-0.11,5
SAN,OO,12330,10.32,11.68,0.9,-2.7,3
SAN,UA,9768,9.69,5.87,2.1,-3.33,2
SAN,WN,33974,13.86,9.11,0.9,0.84,6
SAT,AA,7954,16.18,14.3,1.8,4.44,7
SAT,AS,614,9.67,6.99,0.7,-2.07,3
SAT,B6,554,32.44,26.08,2.2,20.7,11
SAT,DL,6005,11.49,5.06,0.8,-0.25,5
SAT,F9,648,22.57,15.17,2.8,10.83,10
SAT,G4,22,74.5,74.91,0.0,62.76,12
SAT,MQ,259,12.79,8.41,1.2,1.05,6
SAT,NK,2028,17.87,10.2,2.3,6.13,9
SAT,OO,994,10.56,8.72,0.8,-1.18,4
SAT,UA,5474,8.16,3.01,1.8,-3.58,1
SAT,WN,16408,9.07,3.44,0.6,-2.67,2
SAT,YX,9,16.22,6.0,0.0,4.48,8
SAV,9E,1819,14.62,6.96,3.8,2.51,9
SAV,AA,1881,25.12,19.16,2.5,13.01,12
SAV,B6,890,16.91,13.26,1.1,4.8,11
SAV,DL,3287,8.75,2.43,0.8,-3.36,4
SAV,F9,159,6.3,7.96,2.5,-5.81,2
SAV,G4,818,15.15,13.09,1.2,3.04,10
SAV,MQ,966,9.28,5.44,0.8,-2.83,5
SAV,OH,3414,10.08,5.16,1.3,-2.03,6
SAV,OO,379,4.84,2.22,2.1,-7.27,1
SAV,UA,1259,11.03,5.8,1.6,-1.08,8
SAV,WN,2825,10.59,5.61,0.6,-1.52,7
SAV,YX,1112,7.31,2.02,0.8,-4.8,3
SBA,AA,1024,20.7,17.17,1.4,8.97,7
SBA,AS,310,0.67,-0.17,1.0,-11.06,1
SBA,DL,611,14.78,7.82,0.5,3.05,5
SBA,MQ,293,3.81,-0.82,1.0,-7.92,2
SBA,OO,1763,10.34,7.55,1.5,-1.39,4
SBA,UA,1480,15.24,10.77,2.3,3.51,6
SBA,WN,1932,7.58,1.07,1.4,-4.15,3
SBN,9E,9,-2.56,-13.22,0.0,-19.01,2
SBN,AA,1,-10.0,7.0,0.0,-26.45,1
SBN,G4,705,15.27,11.45,2.0,-1.18,5
SBN,OH,1141,13.3,10.15,0.9,-3.15,4
SBN,OO,4311,17.57,12.5,1.8,1.12,7
SBN,UA,24,7.71,1.42,0.0,-8.74,3
SBN,YX,64,16.81,13.56,1.6,0.36,6
SBP,AA,787,29.77,25.17,0.4,18.52,5
SBP,AS,62,7.23,7.19,0.0,-4.02,2
SBP,MQ,165,0.48,-2.88,0.0,-10.77,1
SBP,OO,3822,8.16,6.61,1.2,-3.09,3
SBP,UA,346,8.87,2.52,0.9,-2.38,4
SCC,AS,523,-5.44,-5.75,3.4,0.0,1
SCE,OH,13,-2.55,-0.27,15.4,-15.28,1
SCE,OO,531,13.21,9.39,1.5,0.48,3
SCE,YX,6,-1.67,10.5,0.0,-14.4,2
SCK,G4,512,24.87,25.0,0.4,0.0,1
SDF,9E,169,12.87,10.94,2.4,3.62,6
SDF,AA,2538,19.63,17.75,2.0,10.38,10
SDF,DL,2390,5.1,-1.68,0.9,-4.15,2
SDF,G4,674,22.04,18.62,1.9,12.79,11
SDF,MQ,1552,10.99,8.35,1.2,1.74,4
SDF,NK,840,19.17,12.95,1.5,9.92,9
SDF,OH,1614,16.27,14.03,1.2,7.02,8
SDF,OO,1835,12.87,8.48,0.7,3.62,6
SDF,UA,819,11.47,6.31,1.0,2.22,5
SDF,WN,5031,7.48,1.53,0.8,-1.77,3
SDF,YX,6089,1.52,-1.7,1.0,-7.73,1
SEA,AA,5207,17.84,10.87,1.7,8.03,8
SEA,AS,76734,9.52,6.9,1.6,-0.29,3
SEA,B6,716,22.79,16.26,0.7,12.98,11
SEA,DL,30341,8.72,2.82,0.6,-1.09,2
SEA,F9,1419,20.74,16.19,2.0,10.93,10
SEA,HA,741,20.68,18.29,2.6,10.87,9
SEA,MQ,481,14.29,5.37,0.0,4.48,5
SEA,NK,925,17.29,10.31,1.1,7.48,7
SEA,OO,26324,6.83,4.33,0.4,-2.98,1
SEA,UA,8746,11.1,5.96,1.8,1.29,4
SEA,WN,8056,14.68,7.46,0.2,4.87,6
SFB,G4,9220,13.21,10.99,1.7,0.0,1
SFO,AA,10082,22.55,16.48,1.0,7.53,9
SFO,AS,11079,11.21,8.46,2.7,-3.81,2
SFO,B6,3783,17.11,11.45,0.5,2.09,6
SFO,DL,12236,15.59,6.67,0.7,0.57,5
SFO,F9,4533,33.14,30.64,2.1,18.12,10
SFO,HA,742,5.88,4.8,2.4,-9.14,1
SFO,MQ,50,17.54,8.24,0.0,2.52,7
SFO,OO,31352,13.23,8.69,1.4,-1.79,4
SFO,UA,48909,12.61,4.41,1.5,-2.41,3
SFO,WN,7429,21.55,15.08,0.5,6.53,8
SGF,9E,623,7.0,1.44,0.5,-9.73,1
SGF,DL,395,13.67,5.03,0.5,-3.06,2
SGF,G4,812,15.72,12.33,1.4,-1.01,4
SGF,MQ,3894,14.69,11.72,1.5,-2.04,3
SGF,OH,971,24.26,22.61,0.8,7.53,6
SGF,OO,2418,20.33,15.23,1.0,3.6,5
SGU,OO,2892,6.38,1.62,0.3,0.0,1
SHR,OO,677,4.07,4.72,2.1,0.0,1
SHV,9E,1160,5.16,-1.3,1.6,-7.52,1
SHV,G4,146,16.39,12.48,2.1,3.71,4
SHV,MQ,832,12.16,7.11,1.8,-0.52,2
SHV,OH,1708,17.3,14.88,2.7,4.62,5
SHV,OO,613,13.98,8.65,1.0,1.3,3
SIT,AS,1301,-0.72,-0.85,1.5,-3.16,1
SIT,OO,91,48.99,44.38,4.4,46.55,2
SJC,AA,1429,14.98,9.01,1.0,8.38,10
SJC,AS,2755,2.77,-0.24,2.4,-3.83,4
SJC,B6,155,41.18,29.54,1.9,34.58,11
SJC,DL,2117,5.42,-2.95,0.8,-1.18,6
SJC,F9,626,8.08,9.32,0.5,1.48,8
SJC,HA,652,-0.06,-4.76,0.9,-6.66,1
SJC,MQ,359,2.73,-2.85,0.6,-3.87,3
SJC,NK,2612,11.24,8.8,1.3,4.64,9
SJC,OO,8496,2.59,0.41,0.2,-4.01,2
SJC,UA,2027,4.81,-2.7,1.3,-1.79,5
SJC,WN,28517,7.53,1.51,0.5,0.93,7
SJT,MQ,725,11.43,9.48,1.9,-0.39,1
SJT,OO,359,12.62,11.9,2.2,0.8,2
SJU,AA,3909,21.27,21.4,0.4,2.57,6
SJU,B6,9656,24.98,17.26,1.1,6.28,8
SJU,DL,3475,8.57,5.64,0.4,-10.13,1
SJU,F9,5706,22.65,22.22,2.2,3.95,7
SJU,MQ,16,18.5,19.07,0.0,-0.2,5
SJU,NK,4494,16.97,12.65,2.2,-1.73,4
SJU,UA,2970,13.47,11.25,1.6,-5.23,3
SJU,WN,3990,10.11,8.06,0.7,-8.59,2
SLC,AA,3643,20.2,14.96,1.6,10.67,10
SLC,AS,1213,6.55,4.08,1.9,-2.98,2
SLC,B6,1433,23.33,17.94,0.8,13.8,11
SLC,DL,53032,10.11,4.91,0.6,0.58,5
SLC,F9,3094,18.45,16.65,2.2,8.92,9
SLC,HA,216,7.28,2.24,0.0,-2.25,3
SLC,MQ,119,8.42,-4.53,0.0,-1.11,4
SLC,NK,1223,14.25,8.73,1.1,4.72,8
SLC,OO,30957,4.48,0.42,0.3,-5.05,1
SLC,UA,3948,12.62,7.41,1.7,3.09,7
SLC,WN,11852,11.85,5.27,0.4,2.32,6
SLN,OO,697,11.99,9.13,2.3,0.0,1
SMF,AA,3425,17.45,11.37,1.6,8.38,10
SMF,AS,1130,5.97,3.98,1.6,-3.1,3
SMF,B6,364,52.09,45.96,1.4,43.02,11
SMF,DL,3152,6.62,-0.84,0.8,-2.45,4
SMF,F9,816,8.08,8.52,1.5,-0.99,7
SMF,HA,929,7.97,6.04,0.9,-1.1,6
SMF,MQ,235,2.47,-2.86,0.0,-6.6,1
SMF,NK,1782,12.31,9.38,1.6,3.24,9
SMF,OO,8526,5.02,1.82,0.4,-4.05,2
SMF,UA,3881,7.15,1.1,1.5,-1.92,5
SMF,WN,30286,9.29,3.27,0.5,0.22,8
SMX,G4,106,40.51,39.3,0.0,0.0,1
SNA,AA,6117,19.25,12.76,1.3,8.29,8
SNA,AS,4030,2.36,1.03,1.2,-8.6,1
SNA,DL,4539,12.53,5.31,0.6,1.57,5
SNA,F9,1089,13.83,11.35,2.4,2.87,7
SNA,G4,1066,30.02,26.52,1.5,19.06,9
SNA,NK,1221,6.63,4.37,1.8,-4.33,2
SNA,OO,4005,13.73,14.94,1.2,2.77,6
SNA,UA,5722,8.41,2.48,0.7,-2.55,4
SNA,WN,14442,8.36,0.48,0.7,-2.6,3
SPI,G4,106,24.4,21.57,1.9,0.0,1
SPN,UA,361,-0.92,-4.13,0.6,0.0,1
SPS,MQ,109,8.38,0.36,0.9,-3.63,1
SPS,OO,602,12.67,8.97,2.0,0.66,2
SRQ,AA,2602,19.6,17.46,3.3,6.37,8
SRQ,B6,729,18.85,16.52,4.1,5.62,7
SRQ,DL,2954,11.4,7.76,3.2,-1.83,3
SRQ,F9,512,27.89,28.48,4.7,14.66,10
SRQ,G4,2452,7.44,4.97,4.0,-5.79,1
SRQ,MQ,15,24.64,12.64,6.7,11.41,9
SRQ,OH,368,16.85,12.69,4.6,3.62,6
SRQ,OO,50,64.2,64.73,2.0,50.97,11
SRQ,UA,1642,12.11,8.03,3.2,-1.12,4
SRQ,WN,4220,10.69,5.48,3.8,-2.54,2
SRQ,YX,211,12.93,15.18,3.8,-0.3,5
STC,G4,119,17.99,8.87,1.7,0.0,1
STL,9E,1421,5.87,-1.29,3.7,-5.97,3
STL,AA,7027,15.94,13.92,1.6,4.1,8
STL,AS,718,5.33,2.28,1.3,-6.51,1
STL,DL,5405,6.31,0.19,0.7,-5.53,4
STL,F9,1069,27.36,22.6,3.0,15.52,11
STL,MQ,1746,11.38,7.79,2.1,-0.46,5
STL,NK,414,30.59,25.04,4.1,18.75,12
STL,OH,433,18.2,16.02,1.8,6.36,10
STL,OO,558,18.11,12.71,1.4,6.27,9
STL,UA,2972,14.9,12.29,1.3,3.06,7
STL,WN,40958,11.54,5.27,0.8,-0.3,6
STL,YX,1977,5.86,0.3,1.4,-5.98,2
STS,AA,182,47.92,46.89,0.5,37.83,4
STS,AS,313,9.36,10.07,1.0,-0.73,3
STS,MQ,235,7.56,3.73,0.0,-2.53,1
STS,OO,2950,8.04,9.56,0.5,-2.05,2
STT,AA,1889,25.76,25.27,1.0,7.46,6
STT,B6,662,17.1,13.98,2.0,-1.2,4
STT,DL,830,17.1,14.56,0.7,-1.2,4
STT,F9,70,10.01,23.0,2.9,-8.29,2
STT,NK,976,15.18,10.35,1.5,-3.12,3
STT,UA,740,6.53,5.06,0.8,-11.77,1
STX,AA,730,19.58,20.04,0.7,2.41,5
STX,B6,20,10.75,13.55,0.0,-6.42,3
STX,DL,115,8.77,4.74,0.9,-8.4,2
STX,F9,19,-0.79,8.11,0.0,-17.96,1
STX,NK,270,15.97,16.52,3.0,-1.2,4
SUN,OO,1917,10.88,7.91,1.1,0.0,1
SUX,OO,696,20.41,18.19,2.0,0.0,1
SWF,G4,356,28.02,22.68,2.0,0.0,1
SWO,MQ,161,7.09,2.8,0.6,-3.11,1
SWO,OO,550,11.13,8.23,2.5,0.93,2
SYR,9E,1852,5.55,-0.87,2.7,-5.7,2
SYR,AA,1610,16.57,12.76,1.2,5.32,9
SYR,B6,1299,12.77,8.98,2.3,1.52,7
SYR,DL,1096,9.05,1.09,0.9,-2.2,5
SYR,F9,444,21.65,16.66,4.1,10.4,11
SYR,G4,621,24.82,17.9,1.8,13.57,12
SYR,MQ,809,6.42,3.23,0.7,-4.83,4
SYR,OH,458,18.29,17.92,1.1,7.04,10
SYR,OO,1084,12.58,8.35,1.2,1.33,6
SYR,UA,907,5.79,3.89,0.9,-5.46,3
SYR,WN,812,13.4,6.44,0.6,2.15,8
SYR,YX,1298,4.95,1.54,2.1,-6.3,1
TLH,9E,624,10.35,8.7,2.4,1.01,3
TLH,B6,291,7.72,2.13,2.1,-1.62,2
TLH,DL,1386,1.93,-4.33,1.0,-7.41,1
TLH,MQ,2795,10.42,8.93,1.6,1.08,4
TLH,OH,890,16.97,14.52,2.4,7.63,5
TLH,OO,1,36.0,47.0,0.0,26.66,7
TLH,YX,42,18.5,19.58,4.8,9.16,6
TOL,G4,350,19.35,14.97,1.1,0.0,1
TPA,9E,8,77.63,87.63,0.0,63.05,11
TPA,AA,12636,18.7,15.73,2.8,4.12,8
TPA,AS,1043,21.31,19.56,4.7,6.73,10
TPA,B6,5081,20.18,15.23,2.8,5.6,9
TPA,DL,12660,14.16,9.11,2.1,-0.42,5
TPA,F9,6451,16.13,12.75,2.9,1.55,7
TPA,MQ,1245,15.53,13.61,2.9,0.95,6
TPA,NK,5773,8.77,5.74,3.0,-5.81,2
TPA,UA,8350,12.92,8.85,3.1,-1.66,4
TPA,WN,23991,12.68,7.9,2.2,-1.9,3
TPA,YX,23,5.57,5.83,0.0,-9.01,1
TRI,9E,1100,4.04,-3.47,0.7,-4.97,1
TRI,DL,150,14.99,4.49,0.0,5.98,3
TRI,G4,164,33.02,32.38,3.7,24.01,6
TRI,MQ,416,5.17,-2.09,0.7,-3.84,2
TRI,OH,167,15.89,11.97,2.4,6.88,4
TRI,OO,144,17.37,9.9,0.7,8.36,5
TTN,F9,1573,19.34,13.73,3.8,0.0,1
TUL,9E,251,5.91,-0.02,0.0,-2.47,5
TUL,AA,2406,18.23,15.6,2.3,9.85,9
TUL,DL,1368,5.77,-2.16,0.9,-2.61,3
TUL,G4,380,19.21,13.95,0.5,10.83,10
TUL,MQ,1667,6.0,2.93,1.3,-2.38,6
TUL,OH,743,16.6,14.58,1.3,8.22,8
TUL,OO,3412,5.88,2.03,0.7,-2.5,4
TUL,UA,493,1.98,5.06,1.0,-6.4,1
TUL,WN,5468,6.39,0.36,0.5,-1.99,7
TUL,YX,682,4.13,1.84,1.9,-4.25,2
