aeroporto_partenza,compagnia,numero_voli,ritardo_medio_partenza,ritardo_medio_arrivo,tasso_cancellazione,differenza,classifica
MSP,YX,1127,8.95,6.50,1.9,-1.69,3
MSP,DL,66684,9.42,3.59,0.9,-1.22,4
MSP,UA,5147,9.43,5.90,1.4,-1.21,5
MSP,WN,7111,9.55,2.64,0.7,-1.09,6
MSP,MQ,881,10.70,9.71,0.8,0.06,7
MSP,OO,24496,13.09,8.56,0.8,2.45,8
MSP,NK,1154,14.45,12.04,1.1,3.81,9
MSP,AA,4346,16.37,12.71,1.5,5.73,10
MSP,G4,229,21.39,13.16,0.4,10.75,11
MSP,F9,1561,21.45,20.10,2.1,10.81,12
MSP,OH,656,21.76,21.38,2.4,11.12,13
MSP,B6,314,36.61,32.68,1.6,25.97,14
HRL,OO,242,3.18,1.20,1.7,-4.76,1
HRL,DL,189,4.58,-4.39,0.5,-3.36,2
HRL,MQ,1580,7.07,5.09,1.5,-0.87,3
HRL,WN,2262,9.32,5.85,0.6,1.38,4
GCC,OO,685,11.87,7.19,1.3,0.00,1
MLB,DL,1362,4.03,-1.66,1.0,-1.85,1
MLB,OH,1152,7.43,5.76,2.0,1.55,2
MLB,G4,239,9.10,4.13,2.5,3.22,3
BFF,OO,610,10.55,10.38,2.8,-0.00,1
OTZ,AS,364,-2.15,-1.05,6.0,0.00,1
BOI,AS,621,4.47,4.06,0.6,-2.44,1
BOI,OO,11063,5.03,3.70,0.4,-1.88,2
BOI,MQ,266,6.68,2.95,0.4,-0.23,3
BOI,WN,4721,6.90,0.53,0.3,-0.01,4
BOI,UA,1345,7.47,2.89,2.1,0.56,5
BOI,NK,530,9.01,5.26,2.1,2.10,6
BOI,DL,2695,9.22,3.71,0.9,2.31,7
BOI,AA,872,12.72,8.41,1.5,5.81,8
BOI,G4,346,34.15,33.08,0.9,27.24,9
GRI,G4,210,20.93,16.38,1.9,-1.52,1
GRI,OO,697,22.91,21.37,1.7,0.46,2
FAT,MQ,20,-1.90,-5.85,0.0,-13.26,1
FAT,AS,375,4.65,3.54,2.4,-6.71,2
FAT,OO,6567,8.65,4.72,0.5,-2.71,3
FAT,WN,1491,11.13,5.50,0.1,-0.23,4
FAT,G4,626,11.63,12.96,0.3,0.27,5
FAT,AA,2036,19.36,14.83,1.4,8.00,6
FAT,UA,363,19.41,11.90,2.5,8.05,7
FAT,DL,204,19.84,11.51,2.0,8.48,8
CVG,YX,5248,4.13,0.40,1.8,-6.69,1
CVG,UA,1977,7.59,4.81,1.1,-3.23,2
CVG,OO,831,8.26,7.49,0.4,-2.56,3
CVG,9E,6477,8.43,2.88,1.8,-2.39,4
CVG,DL,6927,9.27,2.37,0.9,-1.55,5
CVG,WN,2158,9.32,3.17,0.6,-1.50,6
CVG,AS,325,11.27,7.30,3.7,0.45,7
CVG,MQ,2674,12.73,9.48,0.7,1.91,8
CVG,OH,2449,13.54,11.30,1.1,2.72,9
CVG,G4,3166,13.77,10.56,1.5,2.95,10
CVG,F9,4537,15.68,12.27,2.2,4.86,11
CVG,AA,3225,20.14,15.33,2.0,9.32,12
MHT,YX,57,1.82,4.48,1.8,-9.19,1
MHT,MQ,282,3.14,2.42,0.7,-7.87,2
MHT,WN,2655,7.61,-0.29,0.5,-3.40,3
MHT,OH,2148,14.75,10.89,1.9,3.74,4
MHT,AA,120,24.82,18.71,0.0,13.81,5
MHT,NK,111,31.31,22.20,4.5,20.30,6
ABQ,DL,1500,2.15,-4.69,0.9,-7.15,1
ABQ,OO,3912,2.31,-1.41,0.5,-6.99,2
ABQ,MQ,901,5.36,3.50,0.7,-3.94,3
ABQ,UA,1806,5.63,-0.03,1.1,-3.67,4
ABQ,AS,409,9.11,5.92,1.0,-0.19,5
ABQ,NK,518,9.43,5.78,1.2,0.13,6
ABQ,WN,11576,10.52,4.45,0.5,1.22,7
ABQ,AA,2994,17.44,14.89,2.1,8.14,8
ABQ,B6,249,50.43,47.05,2.0,41.13,9
ILM,YX,1351,6.12,4.94,2.2,-4.00,1
ILM,9E,1298,7.38,1.93,2.2,-2.74,2
ILM,MQ,1068,7.83,4.78,0.8,-2.29,3
ILM,OO,36,8.28,3.58,0.0,-1.84,4
ILM,OH,1947,10.18,9.12,1.6,0.06,5
ILM,DL,777,11.28,4.32,1.4,1.16,6
ILM,AA,1452,17.34,12.36,2.2,7.22,7
SCC,AS,523,-5.44,-5.75,3.4,-0.00,1
LFT,9E,780,6.66,1.73,1.3,-8.63,1
LFT,MQ,415,13.94,9.82,1.2,-1.35,2
LFT,OO,919,15.58,9.85,1.5,0.29,3
LFT,OH,1082,21.88,20.11,3.5,6.59,4
LFT,NK,1,73.00,59.00,0.0,57.71,5
KTN,AS,2239,2.50,0.21,2.0,-1.07,1
KTN,OO,94,29.11,32.22,2.1,25.54,2
ELM,G4,251,18.82,13.59,2.0,-4.51,1
ELM,OO,700,24.92,19.54,0.3,1.59,2
JAC,AS,74,5.48,9.41,6.8,-16.42,1
JAC,OO,1039,9.37,5.32,1.7,-12.53,2
JAC,UA,1921,18.20,13.70,2.0,-3.70,3
JAC,DL,1181,19.81,12.38,0.9,-2.09,4
JAC,AA,992,45.72,42.95,1.2,23.82,5
LAW,MQ,149,5.66,-1.26,2.7,-6.50,1
LAW,OO,930,13.21,10.97,3.5,1.05,2
GCK,OO,210,13.63,11.35,4.8,-1.46,1
GCK,MQ,513,15.67,14.73,1.8,0.58,2
SIT,AS,1301,-0.72,-0.84,1.5,-3.16,1
SIT,OO,91,48.99,44.38,4.4,46.55,2
JAX,OO,160,6.96,3.71,2.5,-5.61,1
JAX,YX,1622,7.26,2.47,1.8,-5.31,2
JAX,9E,885,8.10,0.80,2.8,-4.47,3
JAX,WN,4727,8.63,2.96,1.0,-3.94,4
JAX,MQ,1170,9.85,7.66,1.4,-2.72,5
JAX,UA,3743,10.30,6.32,1.4,-2.27,6
JAX,DL,5734,11.41,6.16,1.2,-1.16,7
JAX,OH,1034,13.18,10.04,1.5,0.61,8
JAX,F9,877,16.20,14.23,3.0,3.63,9
JAX,G4,708,16.40,13.54,1.4,3.83,10
JAX,AA,7297,16.75,14.63,1.9,4.18,11
JAX,B6,1798,20.11,16.09,2.1,7.54,12
OMA,YX,1002,4.44,2.05,1.5,-7.14,1
OMA,AS,453,6.08,4.20,1.5,-5.50,2
OMA,MQ,529,6.75,4.50,1.3,-4.83,3
OMA,DL,1847,8.10,-0.26,1.0,-3.48,4
OMA,9E,485,10.19,6.02,3.1,-1.39,5
OMA,UA,2843,10.53,8.69,1.6,-1.05,6
OMA,WN,7777,11.02,4.36,1.0,-0.56,7
OMA,OO,4192,11.23,7.99,0.9,-0.35,8
OMA,G4,528,15.74,12.33,2.3,4.16,9
OMA,AA,3018,17.99,14.78,1.4,6.41,10
OMA,OH,90,21.26,20.62,1.1,9.68,11
OMA,F9,413,25.49,26.53,1.9,13.91,12
RDM,AS,462,5.01,9.37,2.6,-10.43,1
RDM,MQ,390,10.40,2.60,0.5,-5.04,2
RDM,OO,3780,11.89,10.70,2.1,-3.55,3
RDM,UA,1074,24.87,18.68,1.6,9.43,4
RDM,AA,131,91.64,86.99,1.5,76.20,5
MBS,9E,96,-1.47,-4.93,0.0,-15.92,1
MBS,OO,2072,15.20,11.69,1.5,0.75,2
BOS,9E,7,-3.50,-14.50,14.3,-16.87,1
BOS,YX,25249,4.42,0.32,1.7,-8.95,2
BOS,G4,460,5.11,0.32,2.8,-8.26,3
BOS,OO,2,9.50,23.50,0.0,-3.87,4
BOS,UA,11584,11.45,5.48,1.9,-1.92,5
BOS,HA,215,13.25,11.54,0.9,-0.12,6
BOS,AS,2324,13.32,9.45,1.8,-0.05,7
BOS,WN,6411,13.81,4.90,0.9,0.44,8
BOS,DL,23303,14.12,6.70,1.0,0.75,9
BOS,MQ,1787,14.58,9.05,1.6,1.21,10
BOS,B6,38494,15.99,10.54,1.4,2.62,11
BOS,AA,15177,17.19,9.78,1.5,3.82,12
BOS,F9,1438,18.55,16.03,2.4,5.18,13
BOS,NK,6570,23.09,15.65,3.5,9.72,14
RIC,UA,873,2.42,-1.00,1.1,-10.67,1
RIC,YX,2343,5.49,4.14,1.9,-7.60,2
RIC,MQ,212,7.49,3.11,0.5,-5.60,3
RIC,DL,2637,8.19,1.67,0.6,-4.90,4
RIC,OH,470,9.01,6.18,1.3,-4.08,5
RIC,WN,1942,10.16,3.33,0.1,-2.93,6
RIC,9E,1962,12.92,8.68,3.3,-0.17,7
RIC,B6,1659,15.72,8.52,1.3,2.63,8
RIC,OO,680,17.34,11.44,0.0,4.25,9
RIC,AA,3622,20.69,15.97,1.6,7.60,10
RIC,NK,1082,21.43,13.38,1.8,8.34,11
RIC,G4,287,32.62,25.16,1.7,19.53,12
BIS,9E,10,1.60,16.00,0.0,-11.37,1
BIS,DL,605,7.41,1.01,0.7,-5.56,2
BIS,MQ,573,10.19,7.89,0.3,-2.78,3
BIS,G4,432,12.47,6.94,1.9,-0.50,4
BIS,OO,2068,15.54,10.93,1.1,2.57,5
HOU,MQ,1762,11.81,8.42,4.1,-1.65,1
HOU,WN,51742,13.22,5.34,1.1,-0.24,2
HOU,OO,366,13.80,13.91,1.1,0.34,3
HOU,DL,1573,14.42,9.48,1.0,0.96,4
HOU,F9,334,25.03,20.84,5.1,11.57,5
HOU,G4,340,31.66,30.27,1.8,18.20,6
HOU,OH,152,37.82,33.08,7.2,24.36,7
SUX,OO,696,20.41,18.17,2.0,-0.00,1
PSP,AS,1464,3.95,2.34,3.8,-5.14,1
PSP,MQ,118,7.34,4.08,2.5,-1.75,2
PSP,WN,2598,7.82,1.98,0.3,-1.27,3
PSP,F9,20,8.00,10.75,0.0,-1.09,4
PSP,DL,617,8.03,0.24,0.3,-1.06,5
PSP,OO,5347,8.41,7.50,0.8,-0.68,6
PSP,G4,101,10.01,6.33,0.0,0.92,7
PSP,UA,1418,11.13,5.48,0.5,2.04,8
PSP,AA,1765,14.89,11.18,1.2,5.80,9
PSP,B6,65,38.64,32.41,1.5,29.55,10
MOT,OO,1921,15.50,12.02,1.6,-0.50,1
MOT,G4,321,18.97,14.83,1.2,2.97,2
DVL,OO,635,20.17,16.29,4.6,-0.00,1
COS,UA,741,8.73,5.36,2.6,-1.82,1
COS,WN,4870,9.48,3.93,0.6,-1.07,2
COS,OO,4794,9.67,3.80,1.2,-0.88,3
COS,DL,548,14.17,9.26,0.7,3.62,4
COS,MQ,352,15.86,13.52,0.3,5.31,5
COS,AA,1070,17.16,16.71,2.5,6.61,6
SGU,OO,2892,6.38,1.62,0.3,-0.00,1
ACV,OO,1720,19.25,17.60,1.9,0.00,1
XWA,OO,1810,20.80,16.73,1.7,-0.00,1
SJC,HA,652,-0.06,-4.76,0.9,-6.66,1
SJC,OO,8496,2.59,0.41,0.2,-4.01,2
SJC,MQ,359,2.73,-2.84,0.6,-3.87,3
SJC,AS,2755,2.77,-0.24,2.4,-3.83,4
SJC,UA,2027,4.81,-2.70,1.3,-1.79,5
SJC,DL,2117,5.42,-2.94,0.8,-1.18,6
SJC,WN,28517,7.53,1.50,0.5,0.93,7
SJC,F9,626,8.08,9.31,0.5,1.48,8
SJC,NK,2612,11.24,8.80,1.3,4.64,9
SJC,AA,1429,14.98,8.95,1.0,8.38,10
SJC,B6,155,41.18,29.54,1.9,34.58,11
HDN,WN,597,9.73,4.77,1.0,-6.72,1
HDN,MQ,22,9.77,10.55,0.0,-6.68,2
HDN,OO,790,13.83,9.31,1.3,-2.62,3
HDN,DL,121,15.44,12.36,0.0,-1.01,4
HDN,UA,511,15.72,12.04,1.6,-0.73,5
HDN,AA,181,32.19,33.41,0.6,15.74,6
HDN,B6,52,91.49,92.86,1.9,75.04,7
TLH,DL,1386,1.93,-4.32,1.0,-7.41,1
TLH,B6,291,7.72,2.12,2.1,-1.62,2
TLH,9E,624,10.35,8.69,2.4,1.01,3
TLH,MQ,2795,10.42,8.92,1.6,1.08,4
TLH,OH,890,16.97,14.50,2.4,7.63,5
TLH,YX,42,18.50,19.57,4.8,9.16,6
TLH,OO,1,36.00,47.00,0.0,26.66,7
PSC,OO,4039,5.77,1.05,0.3,-0.84,1
PSC,AS,371,7.60,9.82,2.2,0.99,2
PSC,G4,304,7.74,4.68,0.7,1.13,3
PSC,DL,392,13.48,4.60,0.5,6.87,4
JFK,YX,15877,5.37,0.59,2.3,-9.39,1
JFK,9E,15918,9.37,4.05,3.7,-5.39,2
JFK,AS,3263,10.11,6.52,3.5,-4.65,3
JFK,HA,348,11.94,11.02,1.1,-2.82,4
JFK,AA,12157,14.08,7.93,1.3,-0.68,5
JFK,DL,26610,15.30,8.00,1.1,0.54,6
JFK,F9,770,18.65,14.93,1.2,3.89,7
JFK,B6,33090,21.26,15.35,2.0,6.50,8
JFK,OO,2739,23.84,17.76,3.1,9.08,9
GEG,OO,5781,3.41,1.59,0.4,-3.11,1
GEG,AS,2278,3.55,1.52,1.7,-2.97,2
GEG,UA,837,3.67,-3.10,2.3,-2.85,3
GEG,WN,3674,6.63,0.38,0.1,0.11,4
GEG,DL,2894,8.85,3.50,1.0,2.33,5
GEG,G4,232,13.89,10.94,0.9,7.37,6
GEG,AA,1353,20.01,14.90,0.9,13.49,7
GSO,DL,2348,5.14,-2.87,0.7,-4.10,1
GSO,9E,1493,5.71,-1.49,2.9,-3.53,2
GSO,OO,966,6.53,5.77,0.6,-2.71,3
GSO,YX,1550,6.55,3.44,3.2,-2.69,4
GSO,OH,2458,8.43,8.29,1.2,-0.81,5
GSO,MQ,1296,8.93,6.58,0.6,-0.31,6
GSO,AA,1265,25.97,23.44,2.8,16.73,7
GSO,G4,138,32.85,33.57,2.9,23.61,8
CMX,OO,706,20.33,19.58,4.2,0.00,1
BLV,G4,979,26.31,21.68,2.9,-0.00,1
LIH,WN,3256,-0.09,-6.03,0.1,-4.04,1
LIH,HA,8743,3.19,2.26,1.3,-0.76,2
LIH,DL,613,3.34,-4.63,1.8,-0.61,3
LIH,UA,1047,5.91,-0.95,0.6,1.96,4
LIH,AS,1021,14.90,9.65,1.1,10.95,5
LIH,AA,623,14.92,9.08,0.0,10.97,6
TTN,F9,1573,19.34,13.68,3.8,-0.00,1
JST,OO,652,23.23,18.48,2.6,0.00,1
IAH,AS,846,9.86,6.67,2.5,-8.23,1
IAH,WN,2860,13.49,8.16,1.6,-4.60,2
IAH,OH,34,14.00,14.50,0.0,-4.09,3
IAH,DL,7722,14.46,7.44,1.2,-3.63,4
IAH,MQ,1387,14.97,9.18,3.5,-3.12,5
IAH,NK,9571,16.90,10.85,2.2,-1.19,6
IAH,UA,67722,17.62,12.60,1.9,-0.47,7
IAH,OO,12790,18.89,14.52,2.7,0.80,8
IAH,AA,6863,23.53,19.56,2.9,5.44,9
IAH,B6,710,27.84,22.86,2.3,9.75,10
IAH,F9,3336,30.42,29.96,3.2,12.33,11
IAH,YX,50,45.92,41.98,0.0,27.83,12
SFB,G4,9220,13.21,10.97,1.7,0.00,1
LGB,HA,604,2.04,-1.37,0.7,-5.47,1
LGB,OO,639,4.69,-0.95,0.0,-2.82,2
LGB,WN,15813,7.64,0.83,0.5,0.13,3
LGB,DL,430,14.84,7.26,0.7,7.33,4
ABE,9E,935,10.88,3.92,1.5,-3.45,1
ABE,G4,1631,11.05,5.58,1.8,-3.28,2
ABE,OH,999,17.10,8.20,1.5,2.77,3
ABE,OO,283,35.30,28.94,4.2,20.97,4
SWO,MQ,161,7.09,2.78,0.6,-3.11,1
SWO,OO,550,11.13,8.21,2.5,0.93,2
EAR,OO,102,24.36,19.01,2.9,-0.00,1
OTH,OO,342,35.74,30.19,1.2,0.00,1
OME,AS,365,-0.93,3.36,3.6,-0.00,1
SUN,OO,1917,10.88,7.89,1.1,0.00,1
JMS,OO,598,16.77,13.61,5.9,-0.00,1
ITH,YX,70,8.66,-1.72,4.3,-2.75,1
ITH,9E,596,11.73,3.77,3.5,0.32,2
DAL,AS,343,3.58,-0.40,2.6,-10.46,1
DAL,DL,2050,12.66,7.35,0.7,-1.38,2
DAL,WN,70041,14.13,8.34,1.1,0.09,3
MIA,MQ,13860,7.64,5.30,1.5,-12.52,1
MIA,YX,569,12.98,7.82,2.1,-7.18,2
MIA,NK,5435,13.36,9.02,1.9,-6.80,3
MIA,WN,5694,16.00,12.52,1.4,-4.16,4
MIA,AS,490,16.20,16.15,5.9,-3.96,5
MIA,UA,6141,18.67,14.99,2.9,-1.49,6
MIA,F9,3633,20.21,18.21,2.6,0.05,7
MIA,DL,11038,20.58,15.19,1.2,0.42,8
MIA,AA,58406,24.11,18.56,1.7,3.95,9
MIA,B6,1821,27.75,24.88,2.3,7.59,10
MIA,9E,15,29.53,35.53,0.0,9.37,11
BUF,YX,2712,6.38,2.28,3.7,-5.29,1
BUF,MQ,488,7.03,3.27,1.0,-4.64,2
BUF,9E,1845,9.45,2.12,3.1,-2.22,3
BUF,WN,5232,10.13,3.18,1.7,-1.54,4
BUF,DL,2055,11.05,3.79,1.2,-0.62,5
BUF,B6,3270,11.12,7.74,2.2,-0.55,6
BUF,UA,968,11.90,10.78,2.2,0.23,7
BUF,AA,2131,16.29,14.04,1.4,4.62,8
BUF,OO,783,16.85,11.18,3.1,5.18,9
BUF,OH,889,18.39,17.82,2.6,6.72,10
BUF,F9,1014,23.27,19.68,4.4,11.60,11
JAN,DL,1992,4.04,-2.22,0.6,-7.41,1
JAN,9E,248,5.64,3.44,0.4,-5.81,2
JAN,WN,1748,11.25,5.92,0.8,-0.20,3
JAN,OO,439,12.17,9.63,0.9,0.72,4
JAN,MQ,1075,17.30,13.94,2.1,5.85,5
JAN,OH,1303,19.30,17.08,2.5,7.85,6
PHL,YX,8450,3.54,-0.48,1.9,-12.52,1
PHL,B6,1030,6.98,2.12,1.7,-9.08,2
PHL,9E,142,7.34,-0.52,0.0,-8.72,3
PHL,UA,3691,9.30,3.98,1.3,-6.76,4
PHL,AS,584,12.10,12.55,1.5,-3.96,5
PHL,DL,5648,12.24,3.78,1.0,-3.82,6
PHL,OH,11932,13.48,9.98,1.5,-2.58,7
PHL,WN,4888,14.42,6.84,0.7,-1.64,8
PHL,NK,4524,17.16,9.17,2.1,1.10,9
PHL,AA,43433,18.99,13.49,1.8,2.93,10
PHL,F9,11134,22.47,18.94,2.9,6.41,11
PHL,OO,193,24.69,16.57,1.0,8.63,12
HSV,YX,226,1.94,0.89,1.8,-11.03,1
HSV,DL,1903,4.36,-3.39,1.1,-8.61,2
HSV,9E,586,7.53,2.84,1.5,-5.44,3
HSV,OO,1673,15.67,12.24,1.0,2.70,4
HSV,MQ,1830,16.33,12.41,1.6,3.36,5
HSV,OH,2504,17.51,15.78,2.1,4.54,6
HSV,AA,13,23.15,15.38,0.0,10.18,7
MDT,YX,244,-0.81,-8.58,1.2,-15.33,1
MDT,UA,396,7.36,4.86,1.0,-7.16,2
MDT,DL,747,8.12,-1.91,0.8,-6.40,3
MDT,9E,259,10.83,1.74,1.2,-3.69,4
MDT,OH,647,12.38,8.43,0.8,-2.14,5
MDT,OO,906,14.23,8.51,1.1,-0.29,6
MDT,AA,1027,20.36,17.02,1.2,5.84,7
MDT,G4,780,23.53,19.73,2.2,9.01,8
MDT,F9,78,27.97,21.68,2.6,13.45,9
STL,AS,718,5.33,2.28,1.3,-6.51,1
STL,YX,1977,5.86,0.30,1.4,-5.98,2
STL,9E,1421,5.87,-1.28,3.7,-5.97,3
STL,DL,5405,6.31,0.19,0.7,-5.53,4
STL,MQ,1746,11.38,7.78,2.1,-0.46,5
STL,WN,40958,11.54,5.26,0.8,-0.30,6
STL,UA,2972,14.90,12.27,1.3,3.06,7
STL,AA,7027,15.94,13.89,1.6,4.10,8
STL,OO,558,18.11,12.71,1.4,6.27,9
STL,OH,433,18.20,15.98,1.8,6.36,10
STL,F9,1069,27.36,22.60,3.0,15.52,11
STL,NK,414,30.59,25.04,4.1,18.75,12
OAK,HA,971,-0.89,-1.56,2.1,-9.56,1
OAK,OO,1342,2.17,-1.52,0.3,-6.50,2
OAK,G4,156,2.67,2.90,1.3,-6.00,3
OAK,AS,704,4.83,-1.55,2.4,-3.84,4
OAK,DL,541,6.12,-2.42,1.5,-2.55,5
OAK,NK,2852,9.17,5.10,1.9,0.50,6
OAK,WN,34447,9.29,2.41,0.5,0.62,7
DAY,YX,317,0.07,-2.30,0.6,-9.59,1
DAY,DL,1075,3.95,-6.21,1.1,-5.71,2
DAY,9E,460,9.01,-0.83,2.4,-0.65,3
DAY,OH,3444,10.30,7.31,1.1,0.64,4
DAY,OO,1478,11.97,8.68,1.0,2.31,5
DAY,MQ,179,13.58,7.48,1.7,3.92,6
DAY,G4,265,22.11,17.90,4.5,12.45,7
MGM,MQ,544,8.63,4.43,0.6,-6.58,1
MGM,9E,918,10.34,5.06,0.7,-4.87,2
MGM,OO,616,21.64,16.43,1.3,6.43,3
MGM,OH,477,24.19,22.70,4.6,8.98,4
CPR,OO,1625,7.84,0.75,0.8,0.00,1
AZO,9E,14,2.64,-2.93,0.0,-8.82,1
AZO,OO,976,11.59,6.29,1.6,0.13,2
STC,G4,119,17.99,8.87,1.7,-0.00,1
WYS,OO,308,12.65,8.88,1.3,-0.00,1
ATL,9E,26818,6.63,2.53,1.1,-4.50,1
ATL,YX,1208,9.23,6.93,1.8,-1.90,2
ATL,DL,226308,9.31,5.58,0.9,-1.82,3
ATL,AS,1351,10.29,6.83,2.1,-0.84,4
ATL,WN,33311,12.67,6.65,0.7,1.54,5
ATL,UA,7168,13.46,8.52,1.7,2.33,6
ATL,MQ,656,15.85,13.43,2.0,4.72,7
ATL,OH,2393,18.19,15.51,1.7,7.06,8
ATL,AA,7552,20.60,16.89,1.8,9.47,9
ATL,NK,10069,20.66,13.94,1.7,9.53,10
ATL,OO,8216,20.94,17.54,0.8,9.81,11
ATL,B6,2969,22.95,18.24,1.6,11.82,12
ATL,F9,11445,25.88,21.90,2.5,14.75,13
CHA,YX,140,5.19,3.86,0.0,-7.61,1
CHA,DL,1216,8.80,0.47,0.8,-4.00,2
CHA,9E,1517,9.09,3.33,0.7,-3.71,3
CHA,OH,1418,13.06,9.81,1.1,0.26,4
CHA,OO,911,15.71,15.35,1.9,2.91,5
CHA,MQ,1234,17.12,13.43,1.9,4.32,6
CHA,G4,257,26.00,23.50,3.5,13.20,7
MCW,OO,604,26.18,23.59,3.8,-0.00,1
CLT,YX,2544,8.79,5.00,1.3,-9.87,1
CLT,DL,6055,11.34,3.21,0.7,-7.32,2
CLT,OH,56199,12.63,8.72,1.2,-6.03,3
CLT,UA,3928,12.99,10.25,1.5,-5.67,4
CLT,9E,3032,15.49,10.59,4.1,-3.17,5
CLT,MQ,6060,15.66,12.16,1.5,-3.00,6
CLT,WN,3286,17.58,11.22,0.3,-1.08,7
CLT,B6,501,19.35,11.95,2.0,0.69,8
CLT,OO,54,21.74,11.56,0.0,3.08,9
CLT,AA,125051,21.85,17.61,1.4,3.19,10
CLT,NK,4758,23.17,17.89,2.8,4.51,11
CLT,F9,3211,32.12,35.12,3.4,13.46,12
BTV,B6,6,3.00,-0.67,0.0,-7.95,1
BTV,YX,1469,4.29,-1.22,2.5,-6.66,2
BTV,F9,10,5.80,4.80,0.0,-5.15,3
BTV,DL,448,8.42,2.97,1.8,-2.53,4
BTV,UA,1080,8.65,7.98,1.8,-2.30,5
BTV,MQ,325,9.48,12.08,2.2,-1.47,6
BTV,9E,1671,11.14,4.23,3.0,0.19,7
BTV,OO,237,13.12,8.08,0.0,2.17,8
BTV,OH,1609,16.45,13.55,2.0,5.50,9
BTV,AA,691,17.00,12.07,1.3,6.05,10
BTV,G4,2,38.00,15.00,50.0,27.05,11
AGS,MQ,189,8.36,0.95,2.6,-8.65,1
AGS,YX,29,11.21,1.55,0.0,-5.80,2
AGS,9E,1595,12.57,7.17,2.1,-4.44,3
AGS,DL,168,17.85,12.74,0.0,0.84,4
AGS,OH,1543,19.44,18.36,2.8,2.43,5
AGS,OO,428,27.53,21.13,1.2,10.52,6
AGS,AA,23,36.48,34.35,0.0,19.47,7
SLN,OO,697,11.99,9.09,2.3,0.00,1
SDF,YX,6089,1.52,-1.69,1.0,-7.73,1
SDF,DL,2390,5.10,-1.68,0.9,-4.15,2
SDF,WN,5031,7.48,1.53,0.8,-1.77,3
SDF,MQ,1552,10.99,8.32,1.2,1.74,4
SDF,UA,819,11.47,6.29,1.0,2.22,5
SDF,9E,169,12.87,10.94,2.4,3.62,6
SDF,OO,1835,12.87,8.47,0.7,3.62,7
SDF,OH,1614,16.27,13.99,1.2,7.02,8
SDF,NK,840,19.17,12.93,1.5,9.92,9
SDF,AA,2538,19.63,17.74,2.0,10.38,10
SDF,G4,674,22.04,18.53,1.9,12.79,11
TYS,UA,326,2.70,-2.81,0.9,-7.57,1
TYS,DL,1360,3.30,-5.58,1.0,-6.97,2
TYS,9E,2806,3.65,-3.67,1.8,-6.62,3
TYS,YX,715,6.99,4.87,1.8,-3.28,4
TYS,MQ,1029,9.52,7.60,0.9,-0.75,5
TYS,OO,1435,10.80,7.02,1.6,0.53,6
TYS,OH,3543,11.13,9.44,1.5,0.86,7
TYS,G4,2659,14.34,10.80,2.0,4.07,8
TYS,AA,1401,21.80,15.86,2.5,11.53,9
TYS,F9,259,22.49,21.04,1.5,12.22,10
AVP,MQ,455,16.69,13.61,1.3,-3.36,1
AVP,AA,805,19.30,14.67,1.1,-0.75,2
AVP,OH,203,20.50,8.66,1.5,0.45,3
AVP,OO,38,76.00,66.83,5.3,55.95,4
SJU,DL,3475,8.57,5.62,0.4,-10.13,1
SJU,WN,3990,10.11,8.04,0.7,-8.59,2
SJU,UA,2970,13.47,11.07,1.6,-5.23,3
SJU,NK,4494,16.97,12.64,2.2,-1.73,4
SJU,MQ,16,18.50,17.88,0.0,-0.20,5
SJU,AA,3909,21.27,21.15,0.4,2.57,6
SJU,F9,5706,22.65,22.16,2.2,3.95,7
SJU,B6,9656,24.98,17.18,1.1,6.28,8
FSD,UA,702,2.94,2.57,1.0,-9.27,1
FSD,YX,54,3.96,1.13,0.0,-8.25,2
FSD,9E,351,7.44,5.99,0.9,-4.77,3
FSD,OO,2420,8.99,4.62,0.9,-3.22,4
FSD,F9,246,11.83,12.52,1.6,-0.38,5
FSD,MQ,729,12.42,6.94,3.6,0.21,6
FSD,G4,885,17.43,12.94,1.1,5.22,7
FSD,DL,663,19.89,14.40,1.4,7.68,8
FSD,AA,635,22.78,15.85,1.4,10.57,9
PGD,G4,6100,12.67,9.99,1.9,0.00,1
GFK,OO,980,7.03,3.10,0.6,-1.90,1
GFK,G4,156,13.40,10.38,0.6,4.47,2
GFK,9E,75,24.44,17.89,0.0,15.51,3
DIK,OO,553,17.10,12.16,3.1,-0.00,1
MCO,UA,13336,14.39,9.14,2.9,-1.99,1
MCO,F9,17357,14.50,10.78,2.3,-1.88,2
MCO,NK,22638,15.18,10.27,1.8,-1.20,3
MCO,WN,44611,15.18,9.60,1.5,-1.20,4
MCO,DL,21162,16.41,11.51,1.5,0.03,5
MCO,AS,2548,17.07,15.21,4.0,0.69,6
MCO,AA,17768,19.27,15.65,1.9,2.89,7
MCO,B6,16906,21.26,15.76,1.7,4.88,8
MCO,G4,223,32.14,31.26,2.7,15.76,9
IND,YX,12514,2.13,-2.05,1.2,-7.41,1
IND,9E,2289,7.68,0.85,2.4,-1.86,2
IND,DL,4401,8.67,2.27,0.7,-0.87,3
IND,MQ,1056,8.68,4.03,1.9,-0.86,4
IND,UA,2292,9.50,5.40,1.9,-0.04,5
IND,OH,292,9.69,6.67,1.0,0.15,6
IND,AS,517,10.79,8.07,2.1,1.25,7
IND,WN,11162,11.41,4.80,0.9,1.87,8
IND,OO,1133,14.33,9.19,1.5,4.79,9
IND,AA,6527,15.49,12.01,1.2,5.95,10
